,sentence
602,we found four snps associated with ovarian cancer risk with a p trend 0 01 in brca1 or brca2 mutation carriers table 1
603,also in castration resistant cell model upon the knockdown of sr bi transporter a significant increase in hmgcr activity was observed 15
604,for ffpe samples 30 100 ng ribo zero rna was then incubated with random primers invitrogen cat 48190011 at 65c for 5 minutes then illumina truseq rna sample prep kit cat rs 122 2001 was used to construct the library according to the manufacturers protocol from the step of first strand cdna synthesis
605,cec cep kinetics were determined for each cycle at baseline day 3 i e
606,similarly platinum agents target dna and gemcitabine targets ribonucleotide reductase both are unequivocally required not only for cellular proliferation but also for other essential cellular functions
607,four laboratories 23 5% did not pass the third round and scored 18
608,gaba can then be metabolized by aminobutyrate transaminase abat gaba t and succinic acid semialdehyde dehydrogenase aldh5a1 ssadh into succinate for entry into the tca cycle
609,the mean cholesterol synthesis activities in c4 2 cells significantly decreased up to 50% and 70% upon 50 m and 75 m of simvastatin respectively compared to vehicle control group figure 4
610,therefore the identification of metastatic factors and an understanding of the underlying molecular pathways that are involved in the progression of metastasis become critical issues
611,tumor markers play a key role in patient management for many malignancies
612,in round 4 there were two separate populations of yeast binding to target cells which were kept separate through the remaining rounds of screening and termed hi and lo additional file 1 figure s1
613,expression of the protein stimulates colon carcinoma cell proliferation 3 and an increase in app mrna expression in oral squamous cell carcinomas is associated with a reduction in patient survival 4
614,agents that decrease vegf signalling increases the risk of rpls including bevacizumab sunitinib sorafenib and ziv aflibercept  suggesting a class effect toxicity glusker et al 2006
615,these studies demonstrate that this bifunctional fusion protein significantly enhances survival and slows tumor growth through the augmentation of tumor specific cell mediated immune responses
616,the histological report consists of different prostate cuts starting from the apex middle and basis prostate region separated in the right and left gland serially sectioned according to a modified stanford protocol 41
617,study procedures were carried out in accordance with the declaration of helsinki as revised in 2008 and good clinical practice guidelines
618,as shown in figure 1 the final dataset contained 276 108 cpg loci hereafter referred to simply as cpg loci across 263 samples
619,niccc is supported by clalit health services in israel
620,e tg akt1 and tg akt1 tgfbr2r r ventral prostates were stained with h e and for cyclin d by ihc
621,however pharmacokinetics pk are quite different in women compared to men 9
622,collectively these findings suggest a greater role for rrp1b as a regulator of cell growth than previously reported which explains the significant change in in vitro cell proliferation observed here
623,the primary end point was os at 3 years
624,mouse strains kraslsl g12d mice rb1f f trp53f f mice and nf2f f trp53f f cdkn2a  mice have been described earlier jackson et al 2001 meuwissen et al 2003 jongsma et al 2008
625,histopathologic findings table 5 demonstrates the results of the histopathologic findings
626,0 52 ng ml in healthy controls p  0 01 diagnostic value of klk11 in nsclc a roc curve analysis was carried out to assess the value of klk11 in nsclc
627,results patients mri examinations of 207 patients were analyzed
628,price unit  total costs p a
629,g h3122 xr cells were treated with the indicated inhibitors for 4h
630,fatostatin also reduced in vitro invasion and migration in both cell lines
631,a control dataset of 10 000 random sites was generated as previously described 65
632,the process for assessing enrichment is essentially the same as for promoter occupancy but we are counting peaks that overlap promoters rather than counting promoters that overlap one or more peaks
633,i western blots confirming irs 1 knockdown in the experiment shown in fig
634,the particular database used in this study is based on a large
635,cells were treated as for the microarray experiment a mda mb 231 b skbr3 bt 474 and mcf 7
636,clinically relevant biomarkers in prostate cancer in view of the involvement of these six genes in cancer cell motility we also investigated the importance of our selected genes in prostate cancer prognoses by performing a recurrence free survival analysis on two independent sets of prostate cancer patients 47 48
637,multiple attempts were made to overcome these problems which led to the development of sustained release polymer formulations 103
638,mir 221 and mir 222 were highly expressed in pc 3 cells compared with in lncap cells
639,assays 6  8  9 and 15 were subsequently shown to map ambiguously see m m
640,suspicious sonographic findings in the az were present in only 23 5% of those with positive biopsies in the az
641,raw materials waterlily mango mangifera indica l  fruits were procured from a local market in kuala lumpur malaysia and were identified by a resident botanist and voucher specimen mr shamsul khamis from institute of bioscience universiti putra malaysia under the voucher specimen sk2448 14 the mango kernel was manually isolated from the stone and flesh
642,methods using hc11 mammary epithelial cells overexpressing different mkl1 constructs we devised a subtractive transcript profiling screen to identify the mechanism by which mkl1 induces a gene set co regulated with tenascin c we performed computational analysis of the mkl1 target genes and used cell biological experiments to confirm the effect of these gene products on cell behavior
643,sections were counter stained with nuclear fast red waldeck ze 012 250 at rt for 1 min and then rinsed in tap water
644,this data strongly suggests a role for agr 2 in regulating cellular adhesion via integrin expression
645,we have also identified socioeconomic factors such as education in white men and marital status in black men which may be important effect modifiers for the bmi mortality relationship
646,another independent prognostic factor for dfs was lymph node involvement p 0 048
647,figure 3 disease specific survival curves according to tumor cell expression of a mir 182 in scc b mir 182 in ac c mir 182 in lcc d mir 182 in stage i patients e mir 182 in stage ii patients f mir 182 in stage iii patients
648,a mean dvh comparison at all dose levels should be used for quality control and future research comparison
649,after 24 hours the upper chambers were cleaned with cotton swabs to remove non migrated invaded cells and the inserts were stained with diff quik stain set dade behring inc  newark de
650,in vivo knockdown experiments of notch 1 and notch 4 in tumour bearing mice showed that the tumour size decreased and there was a reduction of breast cancer recurrence in these mice 53  57
651,p values determined by student s t test for comparison of pten null and tg akt1 prostates to the control are shown
652,lif is also involved in bone formation neuronal survival and acute immune response to inflammation 32 33
653,thus we hypothesized that in this patient either the combination of erlotinib plus the igf 1r inhibitor was synergistic against alk lung cancer or the igf 1r inhibitor alone was somehow responsible for the tumor response
654,in the unlikely event that information becomes available which may be relevant to the participants willingness to continue participating in the trial for example findings from other research studies  then the directors of every participating breast screening centre will be informed immediately by email and follow up telephone call
655,m and observed a marked increase in proliferation rate which was insensitive to treatment with the pde4 inhibitor rolipram 10
656,inhibition of mek phosphorylation downregulated sparc
657,western blot assays showed that the two shrnas efficiently decreased aldoa protein level and concomitantly the epithelial markers e cadherin and  catenin were increased while the mesenchymal markers fibronectin and vimentin were decreased
658,figure 6 blocking the akt signaling inhibits the promoting effect of lif on tumorigenesis and metastasis in breast cancer cells a mcf7 t47d and mda mb 231 cells were treated with lif 100 ng ml alone or in combination with wortmannin 2 m  and the invasion and migration abilities of cells were determined
659,data are expression as mean percentage stimulation se of 6 preparation induced by different treatments relative to the control solvent treatment
660,figure 4 interaction network analysis of the differential response of the breast cancer cells to fever range hyperthermia reveals a strong node centered on mitotic cell cycle progression
661,these changes were monitored using a run chart that demonstrated a reduction in the time from multidisciplinary team meeting to chemotherapy treatment and an increase in the proportion of small cell lung cancer patients receiving chemotherapy from 60% in 2009 to 71% in 2011
662,using breakdancer and clusterfast we detected alk rearrangements in seven of seven fish positive cases and kmt2a rearrangements in six of six fish positive cases
663,following statin treatment tumour cells were rescued by adding mevalonate and geranylgeranyl pyrophosphate
664,androgen metabolism in crpc circumventing the need for t for dht synthesis adt by suppression of gonadal t is usually initially clinically effective in advanced prostate cancer
665,d quantitation of the number of cells that penetrated the insert membrane
666,we generated a construct app cue1 in which three histidines were mutated to alanine in a key area of the protein associated with copper binding 18  fig
667,reverse transcription followed by pcr reactions were carried out in abi 7900 ht
668,the original mammaprint assay was performed at a centralized laboratory and with a different microarray platform
669,for all boost plans plan sets b c and d  linear correlations were observed between the ptvdil prescription achieved and the minimum distance of a ptvdil from the rectum r 0 56 p 019 and the volume of ptvdil overlapping with the rectum r 0 66 p 004
670,the long form of box c d snorna snornal features extended base pairing downstream of the k turn structural motif
671,rkt is supported by the eu framework programme curelung health f2 2010 258677  by the deutsche forschungsgemeinschaft through th1386 3 1 and through sfb832 tp6  by the german ministry of science and education bmbf as part of the ngfnplus program grant 01gs08100  and by the deutsche krebshilfe as part of the oncology centers of excellence funding program
672,discussion it is well known that the acquisition of resistance to radiotherapy which greatly increases patient morbidity and mortality is a significant problem in the treatment of nsclc
673,sorting for cxcr4 expression staining of the cells for sorting followed the same protocol for analysis of surface cxcr4 expression except that the cells were resuspended in running buffer prior to sorting and a violet live dead dye invitrogen was used due to laser restrictions
674,overall process variability was determined by calculating the median rsd for all endogenous metabolites i e  non instrument standards present in 100% of a set of technical replicates of pooled samples
675,cells  40% confluent were serum starved for 1 hour followed by incubated with shrna for 6 hours in serum free media
676,processing was done in a reference laboratory by 1 of 2 investigators v o
677,ptrf has been associated with a number of different functions in the prostate and in cancer
678,pten loss of cafs has been observed in breast cancer and prognostic association of it has been suggested 27  28
679,exp cell res316 2713272220451516 13 des guetzg uzzanb nicolasp cucheratm morerejf et al 2006 microvessel density and vegf expression are prognostic factors in colorectal cancer
680,furthermore a recent study showed that arsenic trioxide enhanced the radiation sensitivity of pca through the inhibition of akt mtor signaling pathways 11
681,the rois were annotated on the t2 weighted images because of its high resolution and to facilitate anatomy recognition
682,it is suggested that these isoforms which are often coexpressed with erbeta1 in many tissues including the prostate 16 17 20 21  bind as homo or heterodimers to canonical ere sequences and act as variable parameters with enhancer or dominant negative functions 17 18 20 22
683,finally we sought to determine how igf 1 signaling is up regulated in alk tki resistant cells
684,consistently pitavastatin was more effective than fluvastatin in inhibiting u87 tumour growth in vivo
685,2006 24 4685 4691 16966692 barrier a prognosis of stage ii colon cancer by non neoplastic mucosa gene expression profiling oncogene 2007 26 2642 2648 17043639 beer dg gene expression profiles predict survival of patients with lung adenocarcinoma nat
686,in terms of function we showed that co expression of il 15 and il 15r
687,after 48 hours tumor xenografts were fixed paraffin embedded and serially sectioned
688,in addition since the largest difference in survival of cl1 1 and cl1 5 cells was seen at  lapachone concentrations of 2 to 5 m we used 5 m  lapachone to study the effect of  lapachone alone and 2 m  lapachone to study synergistic effects of sulindac and  lapachone
689,specificity binding assays of scfvs in order to determine the specificity of scfv binding cross binding assays were performed with the cells used as negative targets
690,in the clinical setting however the data available on cep cec levels in prostate cancer patients are very limited
691,the measurement of different anti tumor autoantibodies through the use of protein microarrays is expected to give us autoantibody signatures that could prove to be a very accurate analytical tool for prostate cancer diagnosis prognosis and patient follow up 83 84
692,however the correlation between the expression levels of akr1c3 and the progression of pca is unclear
693,quadruplicate biological replicates for each sample were counted on coulter counter
694,for basal like and lumb tumors the result of the prediction of brca1 and brca2 association are given
695,the data are representative of three separate experiments figure 6 synergistic effect of hsp70 suppression on the cisplatin mediated activation of caspase 9
696,statistical analysis all statistical analyses performed on the variables of resources used as a consequence of developing a sre were descriptive
697,we now test this hypothesis by developing a model ovol induced met oi met  and sub model oi met tf  to characterize differential gene expression in met common to prostate cancer pc and breast cancer bc
698,carling d thornton c woods a sanders mj amp activated protein kinase new regulation new roles
699,the high quality variant filter passes dna or rna variant alleles without significant strand bias compared to germline alleles chi square p  0 01  with at least one read on both strands for indel variants with major variant allele prevalence the proportion of major variant reads out of all variant reads  0 75 and a mad of distance to the end of its aligned read sequence 1
700,to view a copy of this license visit http  creativecommons org licenses by nc sa 3 0 metastatic breast cancer is one of the leading causes of cancer related mortality among women in the western world
701,interestingly glul protein levels and activity are also increased under acidic ph
702,all data were normalized against levels u6 expression within the same sample
703,the functional importance of the mutations gene amplifications and changes in mrna expression of pi3k signaling pathway components are highlighted by their significant correlation with pca patient outcomes
704,all statistical tests were 2 sided with p 0 05 as the significant level
705,the frequencies for each of these groups were age standardised for all males aged 5069
706,nsclc and 40 healthy controls were collected
707,feature extraction structural and functional information corresponding to t2 weighted dce mtt and dce pf imaging was used as well as first order statistical descriptors median standard deviation skewness uniformity and average entropy  second order descriptors using a neighboring gray level dependent matrix ngldm and a neighborhood gray tone difference matrix ngtdm
708,regarding the score of radio opacity 38% of mlm showed non visualization or minimally increased opacity on the fluoroscopic examinations
709,however the association of genetic variants of cr1 with risk of lung cancer remains unexplored
710,a subsequent second round of the scheme was organised with no restriction on participation
711,to date there are insufficient clinical data to draw firm conclusions about the impact of more modern techniques such as imrt and brachytherapy on spc risk although limited evidence is encouraging
712,4e  which demonstrated that sulforaphane and trail reduced the expression of the csc markers cd133 cxcr4 nanog c met epcam cd44 and aldh1 and the proliferation marker ki67 the inhibition was much more pronounced with the combination of sulforaphane and trail
713,although the cellular composition of prostate cancer is heterogeneous aipc cells are suggested to possess cancer stem cell csc characteristics 3
714,scfvmtbhsp70 stimulates maturation of murine bone marrow derived dendritic cells in order to investigate immunological mechanisms involved in the scfvmtbhsp70 enhanced anti tumor immune response we first examined if the scfvmtbhsp70 or mtbhsp70 proteins used in our study could stimulate maturation of bone marrow derived dendritic cells bmdcs as shown in previous studies 16 17
715,npi 0052 regulates nf b snail rkip pathway by suppressing nf b inhibition down regulating the emt biomarker snail and up regulating raf 1 kinase inhibitory protein rkip
716,newly synthesized lipids affect a number of cellular processes such as membrane biogenesis signal transduction intracellular trafficking and lipid based protein modification to promote prostate cancer cell proliferation and survival zadra et al 2013
717,in panel c an integrated shuttle vector provirus enhances expression of gene y promoting pca progression
718,salvage additive or altered hormonal therapies were initiated when the psa level rose rapidly by 0 4 ng ml or when it rose consistently by 0 2 ng ml for more than three consecutive visits
719,together these data reinforce the notion that persistent lysosomal perturbation induced upon single agent phenothiazine treatment is a major mediator of cytotoxicity in sclc cells
720,external beam radiation therapy was the procedure most commonly used for the treatment of sres with a mean of 4 2 1 1 1 7 and 0 4 per rb scc vf and nvf respectively
721,1c3 expression is positively correlated with an elevated gs indicating that akr1c3 can serve as a promising biomarker for the progression of pca
722,more importantly we observed a potential interaction of this snp rs7525160 g  c with smoking status suggesting the gene environmental interaction plays a prominent role in the susceptibility to lung cancer
723,cutadapt 47 was used to remove the adapters and control the quality of the sequences
724,the clinical features of the patients are summarized in table 1
725,10 ng ml of pi3k activator igf 1 prospec tany rehovot israel was used in the apoptosis assay
726,these observations suggest that the use of such bispecifics in combination therapy with lapatinib to sequester her3 into inactive heterodimers may provide an effective pathway for the treatment of cancer
727,discussion this pilot study compared gene expression data with the proliferation markers mai ki67 and pph3 status
728,number of permutations was set at 1 000 gene sets were set as permutation type and minimum gene set size was 10
729,the solid diagonal line y  x and the dashed lines y  x1 are shown to highlight the magnitude of the absolute differences between x and y axes
730,each of the rest probe ac scc lower logic relationships generated a gene ac scc lower logic relationship
731,additionally they regulate the mitochondrial bioenergetic and biogenetic state 22
732,from this group a steering group of five individuals was formed who planned designed and assessed the results of the pilot eqa scheme
733,at the end of an 800 s dissociation phase bound antibody was stripped from the flow cells using 0 1 m glycine 0 9 m nacl ph 3 8
734,figure 4 dna methylation regional associations for lung cancer gwas snps in subjects of european ancestry a b f and g symbols represent the association between established lung cancer gwas genetic loci in four regions and methylation levels in nearby cpg probes
735,figure 3 mir 182 increases cancer cell proliferation a the mirzip and mirzip 182 stably expressed h1299 cells were fixed with 70% ethanol and stained with propidium iodide for cell cycle analysis by facs
736,each cell line was plated in triplicate
737,in addition cohens d effect size 74 will be reported based on the difference between the group means on baseline and follow up scores divided by the pooled standard deviation at baseline and follow up
738,it has been shown that increased collagen deposition and or orientation alignment of collagen fibers around tumors enhances cancer progression 5 10 12 14
739,information regarding the establishment and recruitment of the cohort are described elsewhere 14
740,the follow up phone calls sub study 5 produced a higher incremental questionnaire response rate among black participants relative to controls when applied three months after the initial promotion had begun
741,in addition to regulating epithelial to mesenchymal transition emt  the transcription factor snail exerts global effects on gene expression
742,pcr was performed in a reaction mixture with dntp 0 35 l buffer 0 25 l mgcl2 17 5 l tap polymerase 0 5 l h2o 18 l primers 0 1  0 1 l dmso 1 25 l and dna 2 l
743,cells were trypsinized neutralized with growth media and passaged
744,positron emission tomography pet  a functional imaging modality can be used to determine the tumor or metastasis in equivocal situations in which enlarged lesions or those which have altered their shape due to metastasis are not identified with anatomic imaging during early stages or according to tumor type 18
745,pharmacokinetic information was available for two of the three rpls patients and for one suspected case systemic concentrations of free ziv aflibercept were within the range of other patients in the treatment cohort
746,one study showed that the non proliferative genes had no prognostic power 43
747,ann oncol 2009 20 1499 1504 10 1093 annonc mdp028 19299408 plos one plos one plos plosone plos one 1932 6203 public library of science san francisco usa 24586640 3931724 pone d 13 50690 10 1371 journal pone 0089262 research article computer science information technology databases medicine clinical research design epidemiology diagnostic medicine pathology general pathology biomarkers epidemiology biomarker epidemiology obstetrics and gynecology breast cancer oncology basic cancer research metastasis tumor physiology cancers and neoplasms breast tumors benign breast tumors ductal carcinoma in situ invasive ductal carcinoma invasive lobular carcinoma nipple tumors papillary carcinomas cancer detection and diagnosis a core invasiveness gene signature reflects epithelial to mesenchymal transition but not metastatic potential in breast cancer cell lines and tissue samples a gene signature reflects emt but not metastases marsan melike 1 3  van den eynden gert 1 limame ridha 2 neven patrick 3 hauspy jan 1 van dam peter a
748,there was a higher frequency of er negative tumors among aa women 45% than eas 31%
749,the bidimensional shape of the exposurelagresponse can be constrained to follow a prespecified pattern
750,testing genetic associations with methylation and gene expression traits we downloaded gene expression data level 3 from rna seq analysis of 59 histologically normal tissue samples from nscl patients from tcga
751,translating tissue engineering technology platforms into cancer research
752,moreover the combined treatment of ir and berberine 5 or 10 mg kg resulted in tumor growth inhibition of 66 6% and 75 9% on day 40 respectively
753,in these cases we were not able to determine a superior method that outperformed the others
754,also mortality information was unavailable and disenrollment information was used as a proxy for death
755,is abnormally activated in most types of cancer 2
756,therefore due to the high prevalence of the r337h mutation in southeast brazil we asserted that a genetic test for this variant is strongly recommended for families matching clinical criteria for hboc and in whom mutation testing for brca1 and brca2 is negative
757,as shown by figure 7 and the p value for nonlinearity we found no evidence of nonlinear relationships between tea consumption and risk of cancers
758,here we report a case of solitary lung metastasis of eyelid sebaceous carcinoma and discuss the clinical implication of surgery for a solitary pulmonary metastasis from sebaceous carcinoma
759,dna was purified with chip dna kit zymo research irvine ca
760,1 nakashima s watanabe a obama t yamada g takahashi h higami t need for preoperative computed tomography guided localization in video assisted thoracoscopic surgery pulmonary resections of metastatic pulmonary nodules ann thorac surg 2010 89 212 218 20103238 2 chen s zhou j zhang j hu h luo x zhang y chen h video assisted thoracoscopic solitary pulmonary nodule resection after ct guided hookwire localization 43 cases report and literature review surg endosc 2011 25 1723 1729 21181200 3 ciriaco p negri g puglisi a nicoletti r del maschio a zannini p video assisted thoracoscopic surgery for pulmonary nodules rationale for preoperative computed tomography guided hookwire localization eur j cardiothorac surg 2004 25 429 433 15019673 4 suzuki k nagai k yoshida j ohmatsu h takahashi k nishimura m nishiwaki y video assisted thoracoscopic surgery for small indeterminate pulmonary nodules indications for preoperative marking chest 1999 115 563 568 10027460 5 seo jm lee hy kim hk choi ys kim j shim ym lee ks factors determining successful computed tomography guided localization of lung nodules j thorac cardiovasc surg 2012 143 809 814 22104686 6 gossot d miaux y guermazi a celerier m friga j the hook wire technique for localization of pulmonary nodules during thoracoscopic resection chest 1994 105 1467 1469 8181339 7 pittet o christodoulou m pezzetta e schmidt s schnyder p ris hb video assisted thoracoscopic resection of a small pulmonary nodule after computed tomography guided localization with a hook wire system experience in 45 consecutive patients world j surg 2007 31 575 578 17318707 8 chen w chen l yang s chen z qian g zhang s jing j a novel technique for localization of small pulmonary nodules chest 2007 131 1526 1531 17494801 9 bernard a resection of pulmonary nodules using video assisted thoracic surgery the thorax group ann thorac surg 1996 61 202 204 8561553 10 martin ae chen jy muratore cs mayo smith ww luks fi dual localization technique for thoracoscopic resection of lung lesions in children j laparoendosc adv surg tech a 2009 19 s161 s164 18999984 11 kawanaka k nomori h mori t ikeda k ikeda o tomiguchi s yamashita y marking of small pulmonary nodules before thoracoscopic resection injection of lipiodol under ct fluoroscopic guidance acad radiol 2009 16 39 45 19064210 12 yamagami t miura h yoshimatsu r tanaka o ono s iehara t hosoi h nishimura t experience of fluoroscopy aided thoracoscopic resection of pulmonary nodule localised with lipiodol in a child j med imaging radiat oncol 2011 55 401 403 21843175 13 iwasaki y nagata k yuba t hosogi s kohno k ohsugi s kuwahara h takemura y yokomura i fluoroscopy guided barium marking for localizing small pulmonary lesions before video assisted thoracic surgery respir med 2005 99 285 289 15733503 14 yoshida j nagai k nishimura m takahashi k computed tomography fluoroscopy guided injection of cyanoacrylate to mark a pulmonary nodule for thoracoscopic resection jpn j thorac cardiovasc surg 1999 47 210 213 10402768 15 nomori h horio h colored collagen is a long lasting point marker for small pulmonary nodules in thoracoscopic operations ann thorac surg 1996 61 1070 1073 8607658 16 mcconnell pi feola gp meyers rl methylene blue stained autologous blood for needle localization and thoracoscopic resection of deep pulmonary nodules j pediatr surg 2002 37 1729 1731 12483642 17 hu j zhang c sun l localization of small pulmonary nodules for videothoracoscopic surgery anz j surg 2006 76 649 651 16813634 18 wicky s mayor b cuttat jf schnyder p ct guided localizations of pulmonary nodules with methylene blue injections for thoracoscopic resections chest 1994 106 1326 1328 7956378 19 vandoni re cuttat jf wicky s suter m ct guided methylene blue labelling before thoracoscopic resection of pulmonary nodules eur j cardiothorac surg 1998 14 265 270 9761435 20 lenglinger fx schwarz cd artmann w localization of pulmonary nodules before thoracoscopic surgery value of percutaneous staining with methylene blue ajr am j roentg
761,the results shown are representative of three separate experiments
762,the points are the coordinates to localize the pixel
763,lindeman ni cagle pt beasley mb molecular testing guideline for selection of lung cancer patients for egfr and alk tyrosine kinase inhibitors guideline from the college of american pathologists international association for the study of lung cancer and association for molecular pathology
764,in summary rna seq when added to dna wes is particularly useful for mutation detection in low purity tumors
765,for example reduced expression of pten a negative regulator of the pathway is associated with high gleason score 64 biochemical recurrence after prostatectomy 656667 and shorter time to metastasis 68 furthermore high phospho 4ebp1 and ei4e levels are associated with increased patient mortality from pca indicating that even the most downstream effectors of the pathway are predictive of disease progression 69 the role of pi3k akt mtor pathway deregulation towards pca development has been clearly demonstrated in knockout and transgenic mouse models
766,gao and colleagues have generated a functional prostate gland from lin cd44 cd133 sca 1 cd117 stem cells 29
767,4 isomerase enzymes 3 hsds encoded by hsd3b
768,the workflow of the scheme process is shown in figure 1
769,data were calculated by logistic regression and adjusted for age and gender
770,since expression of p4ha2 and collagen genes is correlated in human breast cancer tissues we asked whether p4ha2 expression is associated with clinical outcome in human breast cancer patients
771,to our knowledge this is the first report showing that stilbenes like rsv and fidas are able to inhibit the dimerization of different ar variants
772,bph spots show a strong intensity localized mainly in the cytoplasm and membrane of the basal cells
773,the ar is a ligand binding transcription factor of the steroid hormone receptor superfamily
774,given the criticality of egfr mutation testing in selecting specific therapies for life threatening cancers such as advanced nsclc robust and accurate assays with rapid turnaround time are preferred
775,at last the sum of the longest tumor diameters and shortest diameters of lymph nodes was calculated
776,cr1 expression in peripheral blood mononuclear cells pbmcs may be a new biomarker for prognosis of nasopharyngeal carcinoma and a potential therapeutic target 18
777,occasionally we observed identical cnvs in independent subclones from the same gemm esc implying that some cnvs are already present in a subpopulation of the derived gemm esc clone supplementary table s4
778,since the cloning of il 6 cdna il 6 has been proved to be produced in varied kinds of cells including cancer cells in addition to t cell
779,thus raising the levels of 53bp1 in these aggressive tumors could potentially restore their sensitivity to parpi and other genotoxic agents
780,although there is experimental evidence that ar lbds like arv567es and q640x form heterodimers 30  31 with full length ar in vitro the functional relationships between the ar and ar lbd remain largely unknown 41  42
781,p4ha2 silenced cells also had significantly reduced cell invasion in the transwell assay figure 3d e
782,click here for file additional file 7 figure s5 screening of pgipz knockdown vectors for atpaf1 and ptrf and confirmation of knockdown by rt pcr
783,table 1 in vitro selection scheme for selecting an androgen dependent prostate cancer cell specific scfv selection round target yeast number human cell number incubation time hours incubation volume ml separation method 1 lncap 1 1010 8 106 3 15 panning 1
784,introduction prostate cancer is the second most common solid tumor for men in united states with 28 170 patients dying of this disease in 2012 1
785,the sample was concentrated to 25 l using an amicon ultra 20k filter
786,growth inhibition from the start of treatment was assessed by comparison of the differences in tumor volume between control and treated groups
787,changes in the first exon may be due to differential promoter utilization whereas changes in internal exons indicate true differences in mrna splicing
788,this algorithm identifies the aec stained areas based on specific thresholds for the presence of red green and blue established for aec
789,cells were also treated with celastrol 1 6
790,in the pilot study with rabbit lungs we injected 0 1 ml and 0 05 ml of methylene blue and mlm in four subjects
791,in er positive tumors only 11 loci were located in known gene regions and were distributed diversely without apparent targets or mechanisms
792,western blot analysis the cell culture medium was aspirated and the cells were washed with pbs trypsinized and centrifuged at 1 050 g for 5 min
793,talieri m devetzi m scorilas a pappa e tsapralis n missitzis i human kallikrein related peptidase 12 klk12 splice variants expression in breast cancer and their clinical impact tumour biol 2012 33 1075 1084 10 1007 s13277 012 0347 x 22351561 9502500 8794 clin cancer res clin
794,enrollment of participants across the studies was from 1985 to 2009
795,all men were aged between 40 and 69 years with no history of prostate cancer and no previous biopsy for raised psa
796,figure 2 sequence enrichment in the enriched scfv library in both the lo and hi populations beginning in round 4
797,despite this there was no significant increase in rectal ntcp
798,patients on this study will receive cabazitaxel prednisone with or without custirsen
799,the survival analysis was performed in all tumors for which dmfs follow up is available 1379 cases  as well as in 21 groups that were stratified based on gene expression subtypes pam50 classifier  er status lymph node ln status histological grade and treatment status
