id,sentence,label
813,the framework developed has had a major  influence on adaptation planning at both local and national levels  allowing authorities to identify concentrations of climate disadvantage  and to formulate policies that address specific sources of disadvantage in  different locations,0
814,research undertaken at the university of manchester uom considers the  association between  aircraft noise human health and everyday life,0
815,research conducted at the university of manchester uom has shaped the  design of national systems of accreditation for general practice in the  uk europe and beyond,1
816,working in partnership with health professional  organisations governmental organisations and other universities uom used  knowledge from the research to develop systems for general practice  accreditation now used in the uk and across europe,0
817,this  novel delivery method was implemented and internationally disseminated via  the triple p positive parenting program,0
818,this effective  delivery method has also informed uk government policy and initiatives by  the united nations office on drugs and crime unodc,1
819,a body of work from researchers in the health social care and well being  centre hscwbc in the school on the safety and well being of vulnerable  children and adults has directly shaped three sets of policy and practice  guidelines  8212 from the department of education the department of health  and the home office,1
820,the research has been used as an evidence base to  underpin the guidance required by health and social care practitioners,0
821,o connell davidson s pioneering research delivered the first systematic  study of the demand for prostitution and domestic work and contested  mainstream policy responses to human trafficking childhood and migration,0
822,through adoption by international agencies citation by leading global  organisations speeches at international conferences and via media debate  the research findings have been influential in informing uk legislation  redefining the focus of international policy on human trafficking and  encouraging children s ngos to adopt new approaches to child migration and  trafficking,1
823,the findings of an innovative ethnographic study of health care  assistants hcas who care for dementia patients were used to create a  stage play inside out of mind which was performed to  audiences of hcas nhs managers and the general public,0
824,the performances raised awareness with nhs managers and healthcare policy  makers of the role and importance of hcas their working environment the  skills they need and the difficulties they encounter,0
825,a body of research undertaken by mccabe in partnership with a charity  the family holiday association has informed the development of policy and  practice and raised awareness of issues concerning the inclusion of  disadvantaged people in leisure travel,1
826,the research informed policy  debate in an all party parliamentary report and subsequently visit  england s domestic tourism strategy,0
827,the research ultimately enhanced the charity s  capacity to influence and develop productive partnerships with uk and  european policy makers,0
828,research undertaken at keele has made the social exclusion of older  people visible to opinion leaders and policy makers helping to shape  their perceptions of ageing,0
829,these changes in attitude have contributed to  transforming provision for older people and promoting inter generational  interaction within local communities through both policy and practice in  both national and local government,0
830,the research has had a direct impact  on national government policies and has also coalesced into national  campaigns to improve older people s lives,1
831,the university of liverpool uol team at the who collaborating centre  for policy research on  social determinants of health liverpool who cc has made a leading  internationally recognised  contribution to addressing the adverse health consequences of household  air pollution a problem  responsible for an estimated 4 million premature deaths among 2 8 billion  of the world s poorest  people,0
832,the centre for community mental health ccmh is a research team within  the centre for health  and social care chscr,0
833,ccmh develops and supports research that reduces  stigma and social  exclusion and which empowers people with mental health problems to lead  fulfilling lives in their  own communities,0
834,the impact of this research has challenged prevailing  beliefs and practices and  led directly to changes in practice organisational processes and service  design across the world,0
835,our studies of special and underserved social groups in relation to  mental ill health have  demonstrated the multiple barriers to services that many people  experience,0
836,the main  beneficiaries of this research are liverpool city council the national  union of students nus and the student population within merseyside,0
837,the world health organization cites road traffic accidents as one of the  world s leading health concerns,0
838,this  research has been at the heart of a national campaign to lower urban speed  limits particularly where child pedestrians are present,0
839,it has contributed to the quality of the public and policy debate  that surrounds alcohol policy issues and in particular has helped to  undermine the widespread stereotype of the mindless and criminal young  drinker that was the underlying premise of government anti drinking  campaigns,0
840,the research continues to be cited by many alcohol research and  policy bodies in the uk europe and australia,1
841,impact was achieved through fostering media  academic practitioner and political interest resulting in changed  public discourse and governmental policy statements,1
842,research outcomes have changed national and international school  playground planning and design as well as altering educational policy,1
843,associated health economics analysis has demonstrated the cost  effectiveness of these interventions,0
844,through the open university s openlearn website and open educational  resources associated with the health education and training heat  programme hoekstra contributes to raising autism awareness both in the uk  and abroad,0
845,research on the language of teenage health communication by staff from  the school of english at  the university of nottingham has   raised health professionals awareness and understanding of the   language used by   teenagers to discuss sensitive issues and helped to normalise   adolescent health concerns  helped to inform local and national government strategy for   young people and health   education materials for children and their parents  influenced changes in health practice through aiding the   continuous professional   development of healthcare professionals,1
846,our research into the use welfare consequences and efficacy of handheld  e collars in pet dog training is directly linked to current government  policy,1
847,industry bodies are now  working with government to produce guidelines to reduce risks identified,0
848,the blue  dog  bd  8212 www thebluedog org  project has led to changed educational and veterinary practice public  policy change and animal welfare benefits internationally,1
849,the research addressed the lack of insight from research policy and  practice in relation to adolescents who are neglected within families,0
850,findings have informed policy development at a national level and were  the basis of a guide to good practice published and circulated widely by  the then department for children schools and families  dcsf  now the  department for education dfe  and a guide for young people to increase  their awareness of neglect published and circulated by the national  society for the prevention of cruelty to children nspcc,1
851,comprehensive recommendations from research into barriers to  participation in golf were adopted by a national governing body ngb of  sport england golf to inform their whole sport plan 2013 17,0
852,university of huddersfield research into the history of mental health  care has encouraged a broad  range of stakeholders and individuals to challenge their values and  beliefs about people who live  with mental health issues and the services they use,0
853,the work has  contributed to modern day  policy practice and perceptions through a series of collaborations with  health officials and  practitioners third sector organisations service users and the wider  public including museum  exhibitions online engagement and bespoke teaching and learning  materials,0
854,beneficiaries have  credited the research with helping to break down the barriers and  stigmas that surround mental  health and with developing positive attitudes towards the issue,0
855,through public participation in events featuring our haptic lotus such as  theatre performances for blind and sighted people as well as our  engagement in schools and at festivals we have stimulated public interest  in technologically mediated approaches to issues of health the arts and  accessibility,0
856,this has led to informed public discourse through reports  in national newspapers magazines and the bbc,0
857,this case study focuses on the impact of our research on the welsh  government s policy and  delivery of national flagship programmes for sport and physical activity,1
858,the evaluation of the pan wales free swimming   initiative resulted in revised   policy objectives for sustainable sports development in wales and   influenced the type of   public swimming opportunities that exist improved their availability   and increased the   extent of engagement with them,0
859,smoke free laws are public policies that prohibit tobacco smoking in  workplaces and other public spaces,0
860,this evidence has been used to  support policy debate and decision making in scotland the rest of the uk  and around the world providing guidance for other countries to implement  similar legislation,1
861,this research has also provided a focal point for an  extended and high profile global public debate over smoking legislation  and underpins health advice and campaigns published by the world health  organization who  world heart federation and other international bodies,0
862,a study we have  undertaken which unicef described as a landmark in the field has led to  government acknowledgement of the problem growing public awareness of its  effects new policies legislative reform innovative child protection  programmes and improvements in the capabilities of professionals and  agencies,1
863,research undertaken by monro from the centre for research in the social  sciences criss into the continuing marginalisation of lesbian gay  bisexual and transgender lgbt people has influenced uk and international  policymaking and practice,1
864,rises research has also changed practice associated with player  preparation and recovery in elite clubs and the english national team,0
865,since 2000 the child and woman abuse studies centre cwasu has produced  a body of research that has had significant impact for victim survivors of  violence against women vaw at policy and practice levels,1
866,our research highlighted promising  practices that led to a national rollout of specific forms of provision  and central government funding for specialist services,0
867,evidence here  demonstrates that responses to victim survivors across a number of arenas   8212 criminal justice specialist ngos and statutory health agencies  8212 have  been enhanced at an unprecedented level because of our work,1
868,the wellbeing programme at the lse s centre for economic performance  cep was founded in 2001 based on the belief that subjective wellbeing  should be the main criterion for making government policy,0
869,the research  programme has had a widespread impact on many uk government policies  including policies for measuring national wellbeing for improving access  to psychological therapies in the nhs for improving life skills in  schools and for apprenticeships,1
870,research informed self help materials are available for open  access via media links academic organisations service organisations  nhs  commercial organisations london marathon  national governing  bodies research councils  and professional bodies british association  of sport and exercise sciences,0
871,research in the area of critical disability studies carried out at  manchester metropolitan university has directly led to a change in  government policy on the family finding process for 4 000 children in the  uk currently awaiting adoption,0
872,at both national and regional level the  research has influenced the provision of services for disabled children  and their families ranging from the commissioning of short break services  to funding decisions for charity,1
873,ucl research has created a groundbreaking names classification tool for  use by healthcare organisations local government and industry,0
874,clinical ethnography research at ucl has made significant contributions  to clinical practice and  diagnosis internationally,1
875,in bhutan research was  instrumental in  improving the country s nascent psychiatric health services and directing  them towards an  appreciation of local contexts whilst applying western medical practices,1
876,working with  partners in industry health education and sport sector the model and  its associated measure have been shown to be related to mental and  physical health performance and achievement and to identify areas for  development and provide potential strategies to do this,0
877,the main applied outcomes of this body of research have been  i changes  to training competition  and between match practices at st helens and warrington wolves super  league clubs and in  rugby football league rfl generally and england handball association   ii the development of  appropriate monitoring strategies to manage player health well being and  performance capability  and  iii the development of player and coach education resources,0
878,teachers governors nhs public health advisors and parent  volunteers from across the uk,0
879,school staff and  public health advisors have reported a significant impact on their  knowledge and skills as well as the training programme having influenced  practice and shared learning between colleagues,0
880,this case focuses on recent impact in the energy sector  including impact on design  and delivery of information management software international health and  safety in the oil and gas  sector skills and technological competency management practice policies  and standards  professional and organisational strategies for adaption and enhancement of  approaches to  operating in multiple diverse geographic regions and continuing personal  and professional  development for oil and gas practitioners influencing methods approaches  and behaviours with  regard to health safety and competence,0
881,research disseminated through the gender and disaster network gdn has  played a pivotal role in changing attitudes and increasing recognition of  the importance of gender insensitive disaster policy and practice,0
882,gdn is  an international collaboration between northumbria university un agencies  and us and swiss government agencies that distributes research led  resources through an open access website www gdnonline org  co ordinated by dr maureen fordham at northumbria,0
883,gdn resources are used  internationally by practitioners in the united nations national and local  governments and non government and corporate business organisations,0
884,gender analysis is now routinely incorporated in training for disaster  management and risk reduction and this is seen in official un documents  for example the guidance published in 2009 making disaster risk reduction  gender sensitive policy and practical guidelines for which fordham was a  contributor,0
885,the ddn aims to initiate life saving health policies and disaster risk  reduction strategies through local engagement and policy intervention,0
886,ddn research has impacted the united nations hyogo framework for  action the latest international strategy for disaster reduction,0
887,impact is demonstrated through the ways in which research findings have  been utilised by schools  and alternative provision ap providers to evaluate and remodel  educational policies and  practices,1
888,myers research on  judging in the sport of muay  thai has had an impact on the sport nationally and internationally,0
889,several of the sport s governing  bodies have changed judging practices as a result of the research  including the independent  board of muay thai officials ibmto  the scottish thai boxing association  stba the irish muay  thai council imc  and the new jersey athletic commission usa,0
890,our evaluation of gang member rehabilitation and violence reduction  programme in glasgow has had considerable and enduring policy impact,1
891,scottish government policy is built on the principals our research  espouses,1
892,the  prime minister and national newspapers cited the initiative as a solution  after the london riots and the uk government incorporated the ethos of  this program into their policy and practice,1
893,this has shaped government policy and practice leading to the  uk local and central government changing where geographically to focus  millions of pounds of spend,1
894,our methods index of multiple deprivation  imd and health poverty index hpi  are now used extensively in public  political and media discourses as the main reference point for any  discussion of the distribution of need across the uk,0
895,the imd has now also  been adopted by the governments of south africa nambia and oman,1
896,it theorises practice and development  from a more worldly perspective to debate the meaning of professional  practice and interpret urban change,0
897,it documents five areas where alison phipps research has  either directly led or indirectly contributed to change   work with the national union of students nus which has informed   their policies and interventions  improved public and policy understanding of the issues of violence   against female students and lad culture in uk he  students unions and other groups adopting zero tolerance policies   in relation to sexual harassment and abuse and attempting to tackle   aspects of lad culture   institutions developing procedural frameworks around reporting and   addressing violence against female students and  governmental public and third sector organisations including students   as a key demographic in their policies and initiatives around violence   against women,1
898,the work has been recognised by  ministries of health and  cited in national suicide prevention strategies and guidance documents  worldwide and is  associated with demonstrable benefits at specific high risk sites,1
899,it  is also a key player in initiatives devoted to the enhancement of  telehealth services through supporting industry and training of the health  and social care workforces,0
900,it is associated with a progressive course poor  social and occupational functioning a high suicide rate premature death  from physical illness and high use of health services including in patient  beds,0
901,professor dawson s and dr scott s research is focused on the area of  patient safety and quality in health care delivery,0
902,the  pgs model is also being adopted by various health practitioners to  complement individual supervision,0
903,in addition the cumulative evidence base was used by the department of health to establish the first nhs consultant pharmacist posts in england,1
904,the frameworks are increasingly being adopted for use in different countries around the world and most recently have underpinned a global framework for practitioner development under the auspices of the world health organization and unesco,0
905,smith s research in exercise science focuses on exercise adherence and  health enhancing physical activity hepa,0
906,in health doherty s  research has benefitted patients directly by enabling hundreds of  programmes to offer rehabilitation to patients with complex cardiac  disease and has impacted on national and international practice,0
907,this case study describes the impact of practice led research in health  and social care settings,0
908,there are three main areas of impact to this  research   arts and mental health,0
909,through converge rowe has developed applied   and evaluated new approaches to arts and mental health practice,0
910,this   work impacts directly on participants and on mental health policy and   provision through close partnership with nhs staff and managers,0
911,this case study describes significant health and wellbeing and economic  and social impacts  deriving from a decade of mmu research into augmentative and alternative  communication  aac,0
912,use of the  test has improved language assessment and diagnosis for children with  language impairments and as such has enabled health and education  professionals to target therapy and monitor the effectiveness of  interventions to improve child language development,1
913,veterinarians have long recognised health problems associated with  in breeding and extreme  conformation in various pedigree dogs,0
914,the unit s  research has led to the development of a national strategy and practice  guidelines to ensure all  vulnerable adults with profound and multiple learning difficulties in  scotland have a right to  appropriate health care provision including invasive procedures,0
915,the influential study has led trade unions politicians and charities in the united kingdom and canada to demand health and safety regulatory changes and further research,0
916,the world health organisation amongst others recognises that adolescent  men have a vital yet neglected role in reducing teenage pregnancies and  that there is a pressing need for educational interventions designed  especially for them,0
917,through work with the departments of health and education in northern  ireland ni and ireland irl  our research led to the introduction of an  educational resource into the national curricula of post primary schools  in irl and ni,0
918,the research into the main socio cultural causes consequences and  management of the hiv aids epidemic in south africa undertaken by dr liz  walker in collaboration with colleagues in south africa has had  significant impact in south africa on the development of the education and  training of health and social care professionals working in the context  of and specializing in hiv aids,0
919,the educational resource is  unique as it foregrounds hiv aids as the context within which all health  and social care practice is undertaken in southern africa,0
920,the impact of  this research  extends to guidelines and regulations set by the american veterinary  medical association the  uk s department for environment food and rural affairs the british and  irish association of zoos  and aquariums and the australian government s national health and medical  research council,0
921,one in 10 adults in wales has no natural teeth  bbc news  cost   puts off some going to the dentist  bbc news and overall  improvement masks dental health concerns  british dental  association press release,0
922,these are examples of the sensational  headlines which accompanied the publication of the findings of the 2009 adult   dental health survey adhs,0
923,researchers at birmingham s dental  school were key members of the research consortium that carried out both  the adhs as well as the 2003 child dental health survey cdhs,0
924,the findings from these surveys demonstrated an overall improvement in the  nation s oral health but also highlighted areas of inequality,0
925,the  government regards these surveys as being of vital importance in providing  gold standard information about the nation s oral health and uses the  findings to inform oral health policy in the areas of workforce planning  the provision of and access to dental services,1
926,healing heritage is a research programme led by helen chatterjee and  focused on exploring the  unique role of museums in improving mental and physical health reducing  social isolation and  building social capital,0
927,it has had impacts on 1 patients in healthcare  settings residents of care  homes and disability mental health service users who have demonstrated  improved wellbeing 2  museum practitioners and volunteers in museum settings whose skills have  been enhanced and  3 museums and healthcare professionals whose understanding of the  benefits of this partnership  has been expanded,1
928,following this a series of  projects at the university of  birmingham funded by the european union daphne programme and the world  health  organisation regional office for europe charted the extent and  consequences of institutionalised  care for children across europe and devised best practice recommendations  for  deinstitutionalisation,0
929,these changes   have demonstrable   benefits for the health and psychological welfare of children as well   as bringing cost   savings to the national childcare systems that implement them,0
930,in the area of health welfare and public policy the primary research  impact was on the adult social care recruitment and retention strategy  2011,0
931,a long standing programme of research contributes to health and welfare  benefits e g  decreased intentions to dropout of youth sport and is  having impact on professional standards and practitioners in the domains  of sport dance and physical education pe,0
932,insufficient levels of physical activity are a major public health  challenge,0
933,this research made a major  contribution to the evidence base for nice uk  as well as cdc usa   leading to recommendations to use signage as a public health message to  increase stair use,0
934,campaigns prepared for the department of health  cataluyna spain were rolled out nationally with advice currently being  extended to worksite campaigns,0
935,the new team  focussed on the area of strength and conditioning within the area of  sport exercise and health,0
936,the impact has  predominantly been the enhancement of wellbeing health and social care  education children s  and families rights and welfare provision,1
937,manchester metropolitan university s mmu s novel research on the  musculoskeletal adaptations to resistance training has directly informed  what has been called the gold standard for exercise physical activity  and rehabilitation guidelines for older adults published in the usa as  well as the uk department of health s guidelines on physical activity and  exercise for older adults,0
938,in addition to direct impact on rehabilitation services impact is evident  in the development of  culturally appropriate training materials and training for health and  education workers in east  africa india and the u k,0
939,the new rt model has been  adopted as part of service provision by 10 local authorities in england  and by local and national charities including the mental health charity  mind in wales,0
940,negative body image affects 60 70% of children and adults in developed  countries and is recognised as a significant public health issue,0
941,research on health promotion in schools undertaken by uwe has  demonstrated that vulnerable young people at the centre of the  government s teenage pregnancy strategy can be reached via their  involvement in interactive sexual health drama and further work has had  direct influence on national policy in england,0
942,following recommendations  from research at uwe bristol 12 000 bristol school pupils have benefited  from the introduction of sexual health clinics,0
943,norma daykin s research has improved delivery and evaluation of arts and health programmes for clinical and non clinical populations,0
944,the scope and scale of the impact has ranged from shaping world health  organisation who strategy on preventing suicides by pesticide poisoning  informing national legislation on limiting access to the means of suicide  in several countries e g,1
945,domestic violence dv has a devastating public health clinical and  economic impact on women,0
946,policymakers in the government departments responsible for health and  education local safeguarding children boards lscbs and many thousands  of professionals with child protection roles have benefited from bristol s  research into inter agency training,0
947,these include for example free childcare places  for disadvantaged two year olds  an increased number of health visitors and the launch of telephone and  online services  for parents,0
948,this case study describes a programme of funded 6 7 research  work which has directly informed and underpinned understanding of the  importance of active travel to school by policy makers and public health  practitioners,0
949,via  these routes this work has benefitted children in many countries through  increased physical activity higher fitness and improved health,0
950,work related stress and work life conflict are the biggest health and  safety challenges in the uk with considerable costs to the economy as well  as employees and their families,0
951,edwards research showing  how such designs can  legitimately limit individual choices to withdraw was incorporated into  guidelines in the uk canada  and the us and by international bodies such as the world health  organisation,0
952,food consumer behaviour and health research centre fcbh at surrey has  conducted a number of studies on how people make use of and understand  the labels on food products,0
953,this includes forensic mental health services and prisons,0
954,our research addressed the concerns of policy makers and health education  bodies about the  relationship between alcohol advertising promotion and alcohol consumption  habits of teenagers  and young adults,0
955,research on the economic case for interventions to prevent mental  illness to address mental  health needs and to promote mental wellbeing has been conducted by the  personal social  services research unit pssru in the lse health and social care group  with demonstrable  impact on government policy in england and beyond,1
956,research has influenced  preparation of the  national dementia strategy for england and the prime minister s challenge  on dementia  underpinned the establishment of the improving access to psychological  therapies iapt  programme and generated part of the evidence base for the emphasis in the  2011 english mental  health strategy on promoting mental health and preventing mental illness,1
957,the work has also  influenced discussion led by the world health organization who and  european parliament,0
958,research conducted within the university of east london s institute of  health and human development ihhd is reshaping the development  commissioning delivery and evaluation of interventions to address the  wider determinants of health and health inequalities and has had impacts  on public policy service design and ultimately public health and  wellbeing,1
959,grounded in close relationships with policy makers and end  users uel s primary research into community development and co production  has informed the design of health improvement interventions delivered  through the cross institutional community based well london project,0
960,research findings have driven big lottery funding priorities contributed  to parliamentary debates on health informed nice and local government  guidance shaped marmot review team and nesta policy and led health  authorities to commission new services and adopt new approaches to service  delivery,0
961,input into the department of health consultation on  the future of tobacco control has directly fed into uk tobacco control  policy,1
962,more recent research on electronic cigarettes has informed public  health professionals smokers and users about the nature and effects of  e cigarette use,0
963,some 480 000 uk children show persistent antisocial behaviour conduct  disorder  a major mental health problem in childhood with strong  continuity to adult substance misuse violence and criminality,0
964,this success has contributed to  the programmes being recommended in nice guidance and incorporated in a  new nation wide department of health funded rollout reaching 54% of 0 19  year olds in england,1
965,research at king s college london kcl has helped highlight the  considerable public health and economic impacts of personality disorders  and has had a significant impact on current treatment guidelines in the  uk,1
966,king s college london kcl researchers developed cognitive behaviour  therapy for psychosis cbtp  which is now a national institute for health  and care excellence recommended psychological intervention,1
967,domestic violence is a significant public health issue costing the uk   163 3 8billion for criminal and civil legal services healthcare social  services and housing,0
968,king s college london kcl research established  the high prevalence of being a victim of domestic violence in people with  mental disorders which is under detected by health professionals,0
969,this  led to commissioning guidelines in england on identification of domestic  violence in those with mental health problems and care pathways for those  who have experienced domestic violence,0
970,research at king s has had a direct influence on the perceived value of  workforce planning in the  department of health and the royal pharmaceutical society of great britain  rpsgb and has  resulted in its use in relation to pharmacists,0
971,chronic dizziness in  particular has a major impact on individual and health service resources,0
972,it succeeded in protecting the health of athletes and the  integrity of the games,0
973,this case study involves the research of professor john williams on the  law and older people and its impact on health and welfare practitioners  and public policy law and services within the uk and his contribution to  an international debate on the need for a un convention on the rights of  older people,1
974,research at kingston university led by hilary dalke has established the  beneficial effects of colour design for application in long term health  care environments for people with neural disabilities,0
975,through her consultancy work with architectural firms individual nhs  hospitals mental health units independent charities and healthcare  furniture and equipment suppliers such as hill rom dalke has influenced  their understanding of the issues involved leading to improved design in  hospitals care homes and day centres with consequent benefits for  patients staff and visitors in four institutions,0
976,the research concerned the relationship between global health  and foreign and security policy by its director professor colin mcinnes  and research by mcinnes and dr simon rushton on the national security  implications of hiv aids,0
977,professor mcinnes and the  centre s staff remain actively involved in shaping national and global  discussion on health policy,0
978,the physical activity in ageing rehabilitation and health research group  at aberystwyth university has designed implemented and evaluated rural  community exercise schemes cess  including gp referral of sub clinical  populations and more specialised schemes such as cardiac rehabilitation  and falls prevention,0
979,this research has made a distinct and material  contribution to the provision of cess in the region by providing evidence  to inform service planning and delivery increase access to and engagement  with services improve health and influence professional standards  guidelines and training,0
980,the impact on public discourse and public services of this case study  derives from research in the history of medicine and public health in  modern wales and is felt by members of the public disabled individuals  and disability groups health and medical professionals and civil  servants and politicians,0
981,individuals in these various groups have gained  a better understanding of the history of their contemporary situations  that has allowed them to think act and behave in different ways and  enabled them to negotiate the contemporary health challenges posed by the  rapidly changing economic environment in wales over the last two  centuries,0
982,euroaction is now recommended as an evidence based model of care in  current european cvd prevention guidelines and myaction is being  commissioned by the nhs in london and galway republic of ireland and by  the western isles health board,0
983,our research has impacted directly on the  development and delivery of high quality preventive care in both europe  and the nhs and on the training of doctors nurses and allied health  professionals in preventive cardiology,1
984,although essential for coping with escalating health and social care  demands adoption of remote care  8212 telecare and telehealth  8212 has been  slow,0
985,they then helped design and evaluate the department of health s whole  system demonstrators the world s largest trial of remote care,0
986,this case study focuses upon discourse analytical research showing the  importance of understanding communication activities in clinical settings  most particularly in mental health care and in transplantation medicine,0
987,funding has been secured to  rollout the new service across nhs greater glasgow and clyde health board  nhs ggc  1 2m population in 2013,0
988,the research has also supported a  successful bid to explore the service model in a remote and rural health  board nhs highland and has informed specific programmes of macmillan  cancer support uk pharmacy workforce planning and the boots macmillan  information pharmacists initiative,0
989,in 2008 ciras became an independently operated unit  within the rail safety and standards board and is now available to  everyone working in the uk rail industry it codes reports about health  and safety concerns and then facilitates a resolution between the  individual and the relevant company or companies,0
990,kerbcraft now plays a key role in the uk  government s road safety strategy and has been cited as an example of best  practice by the world health organisation and safety agencies across  europe the us australia and in developing countries such as ethiopia and  bangladesh,1
991,research conducted at strathclyde has shown that current pathways which  focus on education  and public information are failing to transform attitudes to mental health  amongst low income  communities and black amp ethnic minorities,0
992,drawing on this research  an annual mental health arts  festival has been created,0
993,the festival  has affected the ways in  which these hard to reach groups are involved in addressing stigma and  mental health has  changed approaches to the delivery of mental health awareness lessons in  schools and  communities has led to nhs boards building the festival into their health  improvement policies and  strategies and has been a central part of the scottish government s  national anti stigma see me  campaign,0
994,the idea of a dedicated arts festival has been replicated  elsewhere in the uk and  internationally and is transforming the attitudes and behaviour within  black and minority ethnic and  low income communities to mental health,0
995,a significant contribution has been made to a occupational health  policy debates and widening  public awareness about the connections between employment environments and  disease and b  compensation struggles and campaigns to improve health and safety in the  contemporary  workplace as a result of oral history research on targeting the  experience of asbestos and coal  mining related diseases,0
996,professor sonia mckay researched the relationship between precarious work  and migration for the european directorate general for employment  social affairs and equality acas the health and safety executive and the  european union s framework 6 programme,0
997,the thesis of this case study is that a demonstration project  encompassing an organisational change utilising the principles that  underpinned a department of health 1993 policy for maternity care has  been influential in corroborating and establishing a philosophy for  maternity services in industrialised countries within the 21st century,0
998,the research of dr duncan buchan a member of the institute of clinical  exercise amp health science has led to two critically important impacts  which involve the identification of the prevalence of cardiometabolic  disease risk in youth populations and thereafter the effects of physical  activity interventions upon cardiometabolic risk in these populations,0
999,the results have generated significant levels of media  publicity and interest from the health and well being community both  nationally and internationally,0
1000,this work has significantly contributed to  the debate and awareness of the importance of physical activity for health  and well being,0
1001,agreed by world governments in 2000 the un s millennium development  goals established targets for global improvement of poverty incidence  education health environmental sustainability and gender equality by  2015,0
1002,the health of people who inject illicit  drugs the formulation of harm reduction policies and the work of  associated businesses and social enterprises have all benefited from the  university s laboratory and practice research into the safety and efficacy  of materials and equipment used in needle exchange programmes,1
1003,because the work routinely  involves health care  stakeholders across the research pipeline from articulation of the  research problem through to  recommendations and the delivery of solutions impact is wide ranging  including changes in staff  behaviours improvements to safety and significant financial savings,0
1004,in england  pcc and dcm are integral to the national institute for health and care  excellence nice guidelines and dcm is endorsed by the national audit  office,0
1005,the issue of spiritual care is enshrined within both health and social  care policy in scotland,0
1006,together these initiatives have  contributed to better practice in  relation to healthcare especially relating to mental health and the  lives of people with disabilities  for the nhs churches and social care,1
1007,since 2008  bournemouth university s bu research based continuing professional  development cpd  programmes have improved practice for 6 170 health and social care  professionals,1
1008,bu s evaluative method has confirmed the value of  this cpd and its impact  on the practice of individual health and social care professionals and  their organisations,1
1009,the  findings have been included in national and international practice  recommendations including national institute for health and care  excellence guidelines,1
1010,active dissemination of our research outputs and  adoption of their recommendations have been associated with stepwise  increases in breastfeeding rates in the uk particularly for socially  disadvantaged women who typically have low breastfeeding rates and is  likely to be associated with improved health of infants,1
1011,pickett and wilkinson s research summarised in the spirit level  penguin  argued that the level  of income inequality in rich developed market democracies strongly  influences their performance  on a wide range of health and social indicators,0
1012,as a result of research by prof sanjoy bhattacharya since october 2010  at york into the history of  disease control the social determinants of health and primary  healthcare the department of  history s centre for global health histories cghh was invited to  formalize and develop the  who s global health histories ghh project including its annual flagship  seminar series in  geneva,0
1013,in response to the university s strategy on improving standards in  professional practice several research projects were undertaken in health  and safety management procurement transport planning energy management  and professional practice,0
1014,arts for health is a global leader in the research and development of  arts and health,0
1015,in 2003 it  secured hm treasury funding to research the impact of the arts on health  and well being,0
1016,the  invest to save arts in health isp research aimed to strengthen the  capacity of the north west  regions arts health community building the evidence base around the  effectiveness of creativity  culture and the arts on health outcomes,0
